B L U E   A L L I A N C E   A P I,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,DynoScout,HUMAN PLAYER,Unnamed: 32,LEAVE,AUTO DELIVERY TOTALS,Unnamed: 35,Unnamed: 36,TELEOP DELIVERY TOTALS,Unnamed: 38,Unnamed: 39,GAME TOTAL,FLOOR DELIVERY TOTALS,Unnamed: 42,Unnamed: 43,CENTER NOTE ACTIVITY,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,DESTINATION MISSES AND SHOOTING PERCENTAGES,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,ORIGIN MISSES AND SHOOTING PERCENTAGES,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,ACQUISTIONS,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,ZONE TIMES,Unnamed: 77,Unnamed: 78,SHOWTIME,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,RATINGS,Unnamed: 86,Unnamed: 87,CONTRIBUTION TOTALS AND PERCENTAGES,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107
Event_Key,Comp_Level,Key,Match_Number,Alliance,Station,View,Team,Coopertition,Score,MelodyRP,EnsembleRP,OppFoulPts,Aamp,Aspkr,ANotePts,AutoPts,Tamp,Tspkra,Tspkrna,TspkraPts,TspkrnaPts,Tspkr,TspkrPts,TNotePts,TrapPts,Trap,TotNotes,NotePts,StagePts,Scouted,HPamp,HPmics,Leave,AampT,AspkrT,AtrapT,TampT,TspkrT,TtrapT,TotNotesT,NeutFlrT,AllyWFlrT,RobotSet,Acenter1,Acenter2,Acenter3,Acenter4,Acenter5,ampM,ampShtP,spkrM,spkrShtP,trapM,trapShtP,NZflM,NZflP,AZflM,AZflP,OZflrT,OZflrM,OZflrP,NZflrT,NZflrM,NZflrP,AZflrT,AZflrM,AZflrP,SubwT,SubwM,SubwP,AcqOZfl,AcqNZfl,AcqAZfl,AcqSource,sourceD,timeOZ,timeNZ,timeAZ,timeclimb,stageStat,stageAtt,stageLoc,Harmony,Spotlit,appStrat,Defense,Avoid,teammatch,teammat,AptsT,AptsP,AnotesP,TampP,TspkrP,TspkrptsC,TtrapP,TotnotesP,noteptsT,noteptsP,stageptsT,stageptsP,TotptsC,TotptsP,AveTeamTNoteDels,AveOppTNoteDels,ATTNDDiff,AOTNPDiff
2024isde1,qm,2024isde1_qm12,12,R,Red2C,C,frc2230,True,41,1,1,5,0,0,0,4,6,1,8,5,16,9,21,27,0,0,15,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,2230.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,-5.75,17.98125
2024isde1,qm,2024isde1_qm12,12,B,Blue3S,S,frc6740,True,28,0,0,0,0,1,5,7,4,1,3,5,6,4,11,15,0,0,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,6740.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.98125,0,-14.98125,29.3
2024isde1,qm,2024isde1_qm12,12,R,Red3A,A,frc3339,True,41,1,1,5,0,0,0,4,6,1,8,5,16,9,21,27,0,0,15,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,3339.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,-17.8,17.98125
2024isde1,qm,2024isde1_qm13,13,B,Blue3S,S,frc5990,False,64,0,0,0,0,4,20,26,6,1,4,5,8,5,13,19,0,0,15,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,5990.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.596153846153847,0,-9.596153846153847,14.385897435897437
2024isde1,qm,2024isde1_qm13,13,R,Red3A,A,frc3316,False,13,0,0,17,0,0,0,4,0,0,2,0,4,2,4,4,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,3316.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.866666666666667,0,-9.866666666666667,22.42948717948718
2024isde1,qm,2024isde1_qm13,13,B,Blue2C,C,frc2630,False,64,0,0,0,0,4,20,26,6,1,4,5,8,5,13,19,0,0,15,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,2630.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.833333333333333,0,-7.833333333333333,14.385897435897437
2024isde1,qm,2024isde1_qm13,13,R,Red2C,C,frc3211,False,13,0,0,17,0,0,0,4,0,0,2,0,4,2,4,4,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,3211.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.769230769230769,0,-3.769230769230769,22.42948717948718
2024isde1,qm,2024isde1_qm13,13,B,Blue1A,A,frc9738,False,64,0,0,0,0,4,20,26,6,1,4,5,8,5,13,19,0,0,15,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,9738.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-5,14.385897435897437
2024isde1,qm,2024isde1_qm13,13,R,Red1S,S,frc2679,False,13,0,0,17,0,0,0,4,0,0,2,0,4,2,4,4,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,2679.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,-0.75,22.42948717948718
2024isde1,qm,2024isde1_qm14,14,B,Blue3S,S,frc6738,False,36,0,0,5,0,2,10,14,4,0,5,0,10,5,10,14,0,0,11,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,6738.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.666666666666666,0,-11.666666666666666,33.10357142857143
2024isde1,qm,2024isde1_qm14,14,R,Red3A,A,frc1690,True,81,1,1,5,0,7,35,39,8,1,6,5,12,7,17,25,5,1,22,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,1690.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.62857142857143,0,-21.62857142857143,24.547619047619044
2024isde1,qm,2024isde1_qm14,14,B,Blue1A,A,frc7067,False,36,0,0,5,0,2,10,14,4,0,5,0,10,5,10,14,0,0,11,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,7067.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-0.5,33.10357142857143
2024isde1,qm,2024isde1_qm14,14,R,Red1S,S,frc7177,True,81,1,1,5,0,7,35,39,8,1,6,5,12,7,17,25,5,1,22,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,7177.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625,0,-2.625,24.547619047619044
2024isde1,qm,2024isde1_qm14,14,B,Blue2C,C,frc5715,False,36,0,0,5,0,2,10,14,4,0,5,0,10,5,10,14,0,0,11,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,5715.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.38095238095238,0,-12.38095238095238,33.10357142857143
2024isde1,qm,2024isde1_qm14,14,R,Red2C,C,frc5951,True,81,1,1,5,0,7,35,39,8,1,6,5,12,7,17,25,5,1,22,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,5951.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,0,-8.85,24.547619047619044
2024isde1,qm,2024isde1_qm15,15,B,Blue1A,A,frc1574,False,52,0,1,7,0,1,5,7,2,1,7,5,14,8,19,21,5,1,11,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,1574.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333333332,0,-8.333333333333332,24.898717948717948
2024isde1,qm,2024isde1_qm15,15,R,Red1S,S,frc4320,True,35,0,0,12,0,1,5,7,3,0,7,0,14,7,14,17,0,0,11,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,4320.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.075,0,-6.075,19.125
2024isde1,qm,2024isde1_qm15,15,B,Blue2C,C,frc1577,False,52,0,1,7,0,1,5,7,2,1,7,5,14,8,19,21,5,1,11,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,1577.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.791666666666666,0,-7.791666666666666,24.898717948717948
2024isde1,qm,2024isde1_qm15,15,R,Red2C,C,frc5654,True,35,0,0,12,0,1,5,7,3,0,7,0,14,7,14,17,0,0,11,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,5654.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.666666666666666,0,-10.666666666666666,19.125
2024isde1,qm,2024isde1_qm15,15,B,Blue3S,S,frc8175,False,52,0,1,7,0,1,5,7,2,1,7,5,14,8,19,21,5,1,11,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,8175.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-3,24.898717948717948
2024isde1,qm,2024isde1_qm15,15,R,Red3A,A,frc3065,True,35,0,0,12,0,1,5,7,3,0,7,0,14,7,14,17,0,0,11,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,3065.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.157051282051281,0,-8.157051282051281,19.125
2024isde1,qm,2024isde1_qm16,16,B,Blue3S,S,frc4338,False,26,0,0,0,0,1,5,7,1,0,3,0,6,3,6,7,0,0,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,4338.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,-0.6666666666666666,22.5
2024isde1,qm,2024isde1_qm16,16,R,Red3A,A,frc6230,False,37,0,0,10,0,0,0,4,2,1,11,5,22,12,27,29,0,0,14,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,6230.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,12.116666666666667
2024isde1,qm,2024isde1_qm16,16,B,Blue2C,C,frc1580,False,26,0,0,0,0,1,5,7,1,0,3,0,6,3,6,7,0,0,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,1580.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5833333333333333,0,-1.5833333333333333,22.5
2024isde1,qm,2024isde1_qm16,16,R,Red2C,C,frc7067,False,37,0,0,10,0,0,0,4,2,1,11,5,22,12,27,29,0,0,14,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,7067.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-0.5,12.116666666666667
2024isde1,qm,2024isde1_qm16,16,B,Blue1A,A,frc3316,False,26,0,0,0,0,1,5,7,1,0,3,0,6,3,6,7,0,0,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,3316.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.866666666666667,0,-9.866666666666667,22.5
2024isde1,qm,2024isde1_qm16,16,R,Red1S,S,frc1942,False,37,0,0,10,0,0,0,4,2,1,11,5,22,12,27,29,0,0,14,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,1942.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,-21,12.116666666666667
2024isde1,qm,2024isde1_qm17,17,B,Blue2C,C,frc6738,True,94,1,1,0,0,7,35,41,7,5,2,25,4,7,29,36,5,1,21,71,12,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,6738.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.666666666666666,0,-11.666666666666666,15.1375
2024isde1,qm,2024isde1_qm17,17,R,Red2C,C,frc5951,True,53,1,0,5,0,2,10,14,8,4,4,20,8,8,28,36,0,0,18,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,5951.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,0,-8.85,42.891391941391944
2024isde1,qm,2024isde1_qm17,17,B,Blue1A,A,frc5990,True,94,1,1,0,0,7,35,41,7,5,2,25,4,7,29,36,5,1,21,71,12,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,5990.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.596153846153847,0,-9.596153846153847,15.1375
2024isde1,qm,2024isde1_qm17,17,R,Red1S,S,frc2679,True,53,1,0,5,0,2,10,14,8,4,4,20,8,8,28,36,0,0,18,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,2679.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,-0.75,42.891391941391944
2024isde1,qm,2024isde1_qm17,17,B,Blue3S,S,frc1690,True,94,1,1,0,0,7,35,41,7,5,2,25,4,7,29,36,5,1,21,71,12,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,1690.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.62857142857143,0,-21.62857142857143,15.1375
2024isde1,qm,2024isde1_qm17,17,R,Red3A,A,frc9740,True,53,1,0,5,0,2,10,14,8,4,4,20,8,8,28,36,0,0,18,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,9740.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5375,0,-5.5375,42.891391941391944
2024isde1,qm,2024isde1_qm18,18,B,Blue1A,A,frc3083,True,44,0,0,0,0,1,5,9,6,1,5,5,10,6,15,21,0,0,13,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,3083.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3125,0,-5.3125,44.875
2024isde1,qm,2024isde1_qm18,18,R,Red1S,S,frc4320,True,68,1,0,7,0,5,25,31,3,1,10,5,20,11,25,28,0,0,19,53,9,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,4320.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.075,0,-6.075,13.3125
2024isde1,qm,2024isde1_qm18,18,B,Blue2C,C,frc8175,True,44,0,0,0,0,1,5,9,6,1,5,5,10,6,15,21,0,0,13,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,8175.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-3,44.875
2024isde1,qm,2024isde1_qm18,18,R,Red2C,C,frc3339,True,68,1,0,7,0,5,25,31,3,1,10,5,20,11,25,28,0,0,19,53,9,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,3339.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,-17.8,13.3125
2024isde1,qm,2024isde1_qm18,18,B,Blue3S,S,frc9738,True,44,0,0,0,0,1,5,9,6,1,5,5,10,6,15,21,0,0,13,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,9738.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-5,44.875
2024isde1,qm,2024isde1_qm18,18,R,Red3A,A,frc1942,True,68,1,0,7,0,5,25,31,3,1,10,5,20,11,25,28,0,0,19,53,9,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,1942.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,-21,13.3125
2024isde1,qm,2024isde1_qm19,19,B,Blue1A,A,frc9303,False,45,0,0,10,0,3,15,17,2,1,4,5,8,5,13,15,0,0,10,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,9303.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,23.772916666666667
2024isde1,qm,2024isde1_qm19,19,R,Red1S,S,frc4319,False,44,0,0,10,0,1,5,9,4,3,1,15,2,4,17,21,0,0,9,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,4319.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,14.583333333333332
2024isde1,qm,2024isde1_qm19,19,B,Blue2C,C,frc1576,False,45,0,0,10,0,3,15,17,2,1,4,5,8,5,13,15,0,0,10,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,1576.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,-5.75,23.772916666666667
2024isde1,qm,2024isde1_qm19,19,R,Red2C,C,frc1577,False,44,0,0,10,0,1,5,9,4,3,1,15,2,4,17,21,0,0,9,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,1577.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.791666666666666,0,-7.791666666666666,14.583333333333332
2024isde1,qm,2024isde1_qm19,19,B,Blue3S,S,frc2630,False,45,0,0,10,0,3,15,17,2,1,4,5,8,5,13,15,0,0,10,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,2630.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.833333333333333,0,-7.833333333333333,23.772916666666667
2024isde1,qm,2024isde1_qm19,19,R,Red3A,A,frc6740,False,44,0,0,10,0,1,5,9,4,3,1,15,2,4,17,21,0,0,9,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,6740.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.98125,0,-14.98125,14.583333333333332
2024isde1,qm,2024isde1_qm20,20,B,Blue3S,S,frc1574,False,35,0,0,0,0,1,5,7,0,0,9,0,18,9,18,18,5,1,10,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,1574.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333333332,0,-8.333333333333332,18.416666666666664
2024isde1,qm,2024isde1_qm20,20,R,Red3A,A,frc5654,False,29,0,0,0,0,1,5,9,4,2,1,10,2,3,12,16,0,0,8,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,5654.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.666666666666666,0,-10.666666666666666,12.541666666666666
2024isde1,qm,2024isde1_qm20,20,B,Blue2C,C,frc1580,False,35,0,0,0,0,1,5,7,0,0,9,0,18,9,18,18,5,1,10,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,4,1580.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5833333333333333,0,-1.5833333333333333,18.416666666666664
