B L U E   A L L I A N C E   A P I,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,DynoScout,HUMAN PLAYER,Unnamed: 32,LEAVE,AUTO DELIVERY TOTALS,Unnamed: 35,Unnamed: 36,TELEOP DELIVERY TOTALS,Unnamed: 38,Unnamed: 39,GAME TOTAL,FLOOR DELIVERY TOTALS,Unnamed: 42,Unnamed: 43,CENTER NOTE ACTIVITY,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,DESTINATION MISSES AND SHOOTING PERCENTAGES,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,ORIGIN MISSES AND SHOOTING PERCENTAGES,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,ACQUISTIONS,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,ZONE TIMES,Unnamed: 77,Unnamed: 78,SHOWTIME,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,RATINGS,Unnamed: 86,Unnamed: 87,CONTRIBUTION TOTALS AND PERCENTAGES,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107
Event_Key,Comp_Level,Key,Match_Number,Alliance,Station,View,Team,Coopertition,Score,MelodyRP,EnsembleRP,OppFoulPts,Aamp,Aspkr,ANotePts,AutoPts,Tamp,Tspkra,Tspkrna,TspkraPts,TspkrnaPts,Tspkr,TspkrPts,TNotePts,TrapPts,Trap,TotNotes,NotePts,StagePts,Scouted,HPamp,HPmics,Leave,AampT,AspkrT,AtrapT,TampT,TspkrT,TtrapT,TotNotesT,NeutFlrT,AllyWFlrT,RobotSet,Acenter1,Acenter2,Acenter3,Acenter4,Acenter5,ampM,ampShtP,spkrM,spkrShtP,trapM,trapShtP,NZflM,NZflP,AZflM,AZflP,OZflrT,OZflrM,OZflrP,NZflrT,NZflrM,NZflrP,AZflrT,AZflrM,AZflrP,SubwT,SubwM,SubwP,AcqOZfl,AcqNZfl,AcqAZfl,AcqSource,sourceD,timeOZ,timeNZ,timeAZ,timeclimb,stageStat,stageAtt,stageLoc,Harmony,Spotlit,appStrat,Defense,Avoid,teammatch,teammat,AptsT,AptsP,AnotesP,TampP,TspkrP,TspkrptsC,TtrapP,TotnotesP,noteptsT,noteptsP,stageptsT,stageptsP,TotptsC,TotptsP,AveTeamTNoteDels,AveOppTNoteDels,ATTNDDiff,AOTNPDiff
2024isde1,qm,2024isde1_qm5,5,B,Blue2C,C,frc5654,True,46,0,0,5,0,2,10,14,5,1,5,5,10,6,15,20,0,0,13,30,7,1,1,0,0,0,1,0,0,5,0,6,0,0,Podm,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,5,0,47.8584125,24.7073871,36.4946225,17.2596466,On,1,L,0,0,Hybrid,0,0,1,5654.05,5,0.35714285714285715,0,0,0.8333333333333334,12.5,0,0.46153846153846156,17.5,0.5833333333333334,3,0.42857142857142855,20.5,0.44565217391304346,9.75,15.733333333333336,2.75,0
2024isde1,qm,2024isde1_qm5,5,R,Red2C,C,frc3339,True,40,1,0,5,0,0,0,4,4,0,12,0,24,12,24,28,0,0,16,28,3,1,0,0,1,0,1,0,0,13,0,14,0,0,Podm,0,0,0,0,0,0,0,1,0.9333333333333333,0,0,0,0,0,0,0,0,0,2,0,1,12,1,0.9230769230769231,0,0,0,3,2,6,0,0,16.8698811,44.357625299999995,67.946646,8.107964299999999,Park,-1,A,0,0,Shooter,0,3,1,3339.05,7,1.75,0,0,1.0833333333333333,26,0,0.875,31,1.1071428571428572,1,0.3333333333333333,34,0.85,15.066666666666668,26.46666666666667,10.933333333333332,0
2024isde1,qm,2024isde1_qm5,5,B,Blue1A,A,frc3083,True,46,0,0,5,0,2,10,14,5,1,5,5,10,6,15,20,0,0,13,30,7,1,0,0,1,0,0,0,1,0,0,1,0,0,OppS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.0084154,120.8115169,3.6755131999999997,On,1,C,0,0,,0,0,1,3083.05,2,0.14285714285714285,0,0.2,0,0,0,0.07692307692307693,1,0.03333333333333333,3,0.42857142857142855,6,0.13043478260869565,6.75,15.733333333333336,-5.75,0
2024isde1,qm,2024isde1_qm5,5,R,Red1S,S,frc2679,True,40,1,0,5,0,0,0,4,4,0,12,0,24,12,24,28,0,0,16,28,3,1,0,0,0,0,0,0,2,0,0,2,0,0,Amp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,16.796002599999998,22.2472189,96.7174507,0,Park,0,A,0,0,Shooter,0,0,1,2679.05,0,0,0,0.5,0,0,0,0.125,2,0.07142857142857142,1,0.3333333333333333,3,0.075,0.3333333333333333,26.46666666666667,1.6666666666666667,0
2024isde1,qm,2024isde1_qm6,6,B,Blue1A,A,frc6230,True,31,0,0,5,0,0,0,2,2,0,4,0,8,4,8,10,0,0,6,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,SubW,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83.34994259999999,53.8479003,0,Else,0,A,0,0,,0,0,2,6230.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333333333,18.57142857142857,-1.3333333333333333,0
2024isde1,qm,2024isde1_qm6,6,R,Red1S,S,frc5715,False,33,0,0,14,0,2,10,12,0,0,6,0,12,6,12,12,0,0,8,22,4,1,0,0,0,0,0,0,1,4,0,5,0,0,OppS,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,4,0,0,18.679292999999998,3.6276401999999996,110.47405099999999,6.2141791,On,1,L,0,0,Shooter,0,0,1,5715.06,0,0,0,0,0.6666666666666666,8,0,0.625,9,0.4090909090909091,3,0.75,12,0.36363636363636365,14.071428571428571,12.461538461538463,-5.071428571428571,0
2024isde1,qm,2024isde1_qm6,6,B,Blue3S,S,frc5135,True,31,0,0,5,0,0,0,2,2,0,4,0,8,4,8,10,0,0,6,10,5,1,1,1,0,0,0,0,0,1,0,1,0,0,Podm,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,1,0,0,8.6313941,53.295750899999994,76.847618,0,Park,0,A,0,0,Defense,2,0,2,5135.06,0,0,0,0,0.25,2,0,0.16666666666666666,2,0.2,1,0.2,3,0.0967741935483871,2,18.57142857142857,0,0
2024isde1,qm,2024isde1_qm6,6,R,Red3A,A,frc7177,False,33,0,0,14,0,2,10,12,0,0,6,0,12,6,12,12,0,0,8,22,4,1,1,1,1,0,2,0,0,0,0,2,0,0,SubW,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,126.5061508,7.9276686,5.296997999999999,0,Else,0,A,0,0,,0,0,2,7177.06,12,1,0,0,0,0,0,0.25,10,0.45454545454545453,0,0,12,0.36363636363636365,3.5,12.461538461538463,-3.5,0
2024isde1,qm,2024isde1_qm6,6,B,Blue2C,C,frc5990,True,31,0,0,5,0,0,0,2,2,0,4,0,8,4,8,10,0,0,6,10,5,1,0,0,1,0,0,0,3,4,0,7,0,1,Amp,0,0,0,0,0,0,1,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0.8888888888888888,0,0,0,2,3,2,0,0,21.264374999999998,39.328090599999996,65.0664079,9.997043099999999,On,1,L,0,1,Shooter,0,1,2,5990.06,2,1,0,1.5,1,8,0,1.1666666666666667,11,1.1,4,0.8,17,0.5483870967741935,9.12820512820513,18.57142857142857,1.8717948717948705,0
2024isde1,qm,2024isde1_qm6,6,R,Red2C,C,frc4338,False,33,0,0,14,0,2,10,12,0,0,6,0,12,6,12,12,0,0,8,22,4,1,0,0,0,0,1,0,0,0,0,1,0,0,Podm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,137.0295434,0,Else,0,A,0,0,,0,0,2,4338.06,5,0.4166666666666667,0,0,0,0,0,0.125,5,0.22727272727272727,0,0,5,0.15151515151515152,1,12.461538461538463,-1,0
2024isde1,qm,2024isde1_qm7,7,B,Blue3S,S,frc3083,False,44,0,0,0,0,2,10,16,3,2,6,10,12,8,22,25,0,0,13,35,3,1.2,1,0,1,0,0,0,1,7,0,8,0,0,OppS,0,0,0,0,0,1,0.5,3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.5555555555555556,3,0,1,3,1,6,0,0,23.3101886,18.7321186,87.1071614,0,Park,0,A,0,0,Hybrid,0,0,2,3083.07,2,0.125,0,0.3333333333333333,0.875,19.25,0,0.6153846153846154,20.25,0.5785714285714286,1,0.3333333333333333,23.25,0.5284090909090909,0.3333333333333333,12,19.916666666666668,0
2024isde1,qm,2024isde1_qm7,7,R,Red3A,A,frc2230,False,13,0,0,0,0,0,0,2,1,0,4,0,8,4,8,9,0,0,5,9,2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,2,2230.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.666666666666667,21.633333333333333,-7.666666666666667,0
2024isde1,qm,2024isde1_qm7,7,B,Blue1A,A,frc1942,False,44,0,0,0,0,2,10,16,3,2,6,10,12,8,22,25,0,0,13,35,3,1.2,0,0,1,0,1,0,1,8,0,10,0,0,Amp,0,0,0,0,0,0,1,5,0.6428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.5,6,1,0.8571428571428571,2,3,9,0,0,25.1899046,24.1133313,91.7731081,0.5718352,Park,-1,A,0,0,Hybrid,0,0,2,1942.07,7,0.4375,0,0.3333333333333333,1,22,0,0.7692307692307693,28,0.8,1,0.3333333333333333,31,0.7045454545454546,20.333333333333336,12,2.6666666666666643,0
2024isde1,qm,2024isde1_qm7,7,R,Red1S,S,frc8175,False,13,0,0,0,0,0,0,2,1,0,4,0,8,4,8,9,0,0,5,9,2,1.2,1,0,1,0,0,0,2,0,0,2,0,1,SubW,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,0,0,11.307279,9.842315,120.2510521,0,Park,0,A,0,0,Shooter,0,0,2,8175.07,2,1,0,2,0,0,0,0.4,2,0.2222222222222222,1,0.5,5,0.38461538461538464,3.3333333333333335,21.633333333333333,-1.3333333333333335,0
2024isde1,qm,2024isde1_qm7,7,B,Blue2C,C,frc9740,False,44,0,0,0,0,2,10,16,3,2,6,10,12,8,22,25,0,0,13,35,3,1.2,0,0,1,0,1,0,0,7,0,8,0,0,SubW,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,2,0,6,0,0,12.6043202,21.069418799999998,94.5337071,12.157853999999999,Park,-1,A,0,0,Hybrid,0,1,2,9740.07,7,0.4375,0,0,0.875,19.25,0,0.6153846153846154,24.25,0.6928571428571428,1,0.3333333333333333,27.25,0.6193181818181818,0.9666666666666668,12,18.28333333333333,0
2024isde1,qm,2024isde1_qm7,7,R,Red2C,C,frc4319,False,13,0,0,0,0,0,0,2,1,0,4,0,8,4,8,9,0,0,5,9,2,1.2,0,0,1,1,0,0,1,0,0,2,0,0,Amp,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0.5,0,0,0,1,0,1,0,0,15.7633426,0,0,0,Else,0,A,0,0,Shooter,0,0,2,4319.07,4,2,0,1,0,0,0,0.4,3,0.3333333333333333,0,0,5,0.38461538461538464,1,21.633333333333333,0,0
2024isde1,qm,2024isde1_qm8,8,B,Blue2C,C,frc3065,True,38,0,0,0,0,2,10,12,2,0,1,0,2,1,2,4,0,0,5,14,2,1,0,0,1,0,1,0,0,0,0,1,0,0,Podm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,53.7798812,44.3449216,35.5786182,0,Park,0,A,0,0,Defense,3,0,2,3065.08,7,0.5833333333333334,0,0,0,0,0,0.2,5,0.35714285714285715,1,0.5,8,0.21052631578947367,10.876068376068375,6.75,-10.876068376068375,0
2024isde1,qm,2024isde1_qm8,8,R,Red2C,C,frc7067,False,36,0,0,20,0,2,10,12,1,0,9,0,18,9,18,19,0,0,12,29,5,1,0,0,0,0,1,0,1,0,0,2,0,0,OppS,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,13.5407929,98.795875,8.7601192,On,1,L,0,0,Celebrity,0,0,2,7067.08,5,0.4166666666666667,0,1,0,0,0,0.16666666666666666,6,0.20689655172413793,3,0.6,9,0.25,0.3333333333333333,18.642735042735044,0.6666666666666667,0
2024isde1,qm,2024isde1_qm8,8,B,Blue1A,A,frc4320,True,38,0,0,0,0,2,10,12,2,0,1,0,2,1,2,4,0,0,5,14,2,1,0,0,1,0,1,0,1,1,0,3,0,0,SubW,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,3.0669633999999997,132.7325064,0,Else,0,A,0,0,Hybrid,0,0,2,4320.08,7,0.5833333333333334,0,0.5,1,2,0,0.6,8,0.5714285714285714,0,0,10,0.2631578947368421,7.1,6.75,-4.1,0
2024isde1,qm,2024isde1_qm8,8,R,Red1S,S,frc2630,False,36,0,0,20,0,2,10,12,1,0,9,0,18,9,18,19,0,0,12,29,5,1,1,0,0,0,2,0,2,6,0,10,0,0,SubW,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,7,0,0,0,4.8586537,130.8947526,0,Park,0,A,0,0,Shooter,2,0,2,2630.08,10,0.8333333333333334,0,2,0.6666666666666666,12,0,0.8333333333333334,24,0.8275862068965517,1,0.2,25,0.6944444444444444,4.75,18.642735042735044,9.25,0
2024isde1,qm,2024isde1_qm8,8,B,Blue3S,S,frc2679,True,38,0,0,0,0,2,10,12,2,0,1,0,2,1,2,4,0,0,5,14,2,1,1,0,1,0,1,0,1,0,0,2,0,0,Amp,0,0,0,0,0,2,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0,0,0,2,0,1,0,0,21.281069799999997,51.7338994,62.900830299999996,0,Park,0,A,0,0,Defense,2,0,2,2679.08,7,0.5833333333333334,0,0.5,0,0,0,0.4,6,0.42857142857142855,1,0.5,9,0.23684210526315788,0.6666666666666666,6.75,0.33333333333333337,0
2024isde1,qm,2024isde1_qm8,8,R,Red3A,A,frc1576,False,36,0,0,20,0,2,10,12,1,0,9,0,18,9,18,19,0,0,12,29,5,1,0,0,0,0,0,0,0,9,0,9,0,0,Podm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,8,0,1,0,0,0,0,1,6,0,0,0,20.7439572,119.3048359,0,Park,0,A,0,0,Shooter,0,0,2,1576.08,0,0,0,0,1,18,0,0.75,18,0.6206896551724138,1,0.2,19,0.5277777777777778,1.6666666666666667,18.642735042735044,16.333333333333332,0
2024isde1,qm,2024isde1_qm9,9,B,Blue3S,S,frc1577,False,71,1,0,5,0,3,15,21,4,4,10,20,20,14,40,44,0,0,21,59,6,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,2,1577.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.791666666666666,0,-7.791666666666666,26.53333333333333
2024isde1,qm,2024isde1_qm9,9,R,Red3A,A,frc9738,False,43,0,0,0,0,2,10,14,0,0,10,0,20,10,20,20,0,0,12,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,2,9738.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-5,21.755952380952376
2024isde1,qm,2024isde1_qm9,9,B,Blue2C,C,frc5715,False,71,1,0,5,0,3,15,21,4,4,10,20,20,14,40,44,0,0,21,59,6,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,2,5715.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.38095238095238,0,-12.38095238095238,26.53333333333333
2024isde1,qm,2024isde1_qm9,9,R,Red2C,C,frc3316,False,43,0,0,0,0,2,10,14,0,0,10,0,20,10,20,20,0,0,12,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,2,3316.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.866666666666667,0,-9.866666666666667,21.755952380952376
2024isde1,qm,2024isde1_qm9,9,B,Blue1A,A,frc1580,False,71,1,0,5,0,3,15,21,4,4,10,20,20,14,40,44,0,0,21,59,6,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,2,1580.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5833333333333333,0,-1.5833333333333333,26.53333333333333
2024isde1,qm,2024isde1_qm9,9,R,Red1S,S,frc6738,False,43,0,0,0,0,2,10,14,0,0,10,0,20,10,20,20,0,0,12,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,2,6738.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.666666666666666,0,-11.666666666666666,21.755952380952376
2024isde1,qm,2024isde1_qm10,10,B,Blue2C,C,frc6740,True,86,1,0,9,0,4,20,24,8,4,11,20,22,15,42,50,0,0,27,70,2,1,0,0,0,0,0,0,2,2,0,4,0,0,Podm,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,29.058785999999998,27.434202499999998,75.42444569999999,3.648285,Park,-1,A,0,0,Hybrid,0,1,2,6740.1,0,0,0,0.25,0.13333333333333333,5.6,0,0.14814814814814814,7.6,0.10857142857142857,1,0.5,8.6,0.09999999999999999,17.441666666666666,13.47008547008547,-9.841666666666667,0
2024isde1,qm,2024isde1_qm10,10,R,Red2C,C,frc9303,True,35,0,0,10,0,0,0,6,1,0,7,0,14,7,14,15,0,0,8,15,5,1,0,0,0,0,0,0,0,2,0,2,0,0,OppS,0,0,0,0,0,0,0,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.6666666666666666,0,0,0,0,0,1,0,0,36.577517,18.267062799999998,57.266054999999994,27.2173208,Park,-1,A,0,0,,0,0,2,9303.1,0,0,0,0,0.2857142857142857,4,0,0.25,4,0.26666666666666666,1,0.2,5,0.14285714285714285,0,38.84166666666666,4,0
2024isde1,qm,2024isde1_qm10,10,B,Blue1A,A,frc3339,True,86,1,0,9,0,4,20,24,8,4,11,20,22,15,42,50,0,0,27,70,2,1,0,0,1,0,2,0,1,9,0,12,0,0,Amp,0,1,-1,0,0,0,1,1,0.9166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0.9166666666666666,1,0,1,9,3,2,0,0,50.289283499999996,19.1946633,39.869073199999995,19.1413911,Park,-1,A,0,0,Hybrid,0,0,2,3339.1,12,0.5,0,0.125,0.6,25.2,0,0.4444444444444444,36.2,0.5171428571428572,1,0.5,39.2,0.4558139534883721,15,13.47008547008547,11.2,0
2024isde1,qm,2024isde1_qm10,10,R,Red1S,S,frc3211,True,35,0,0,10,0,0,0,6,1,0,7,0,14,7,14,15,0,0,8,15,5,1,0,0,1,0,0,0,0,0,0,0,0,0,Podm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,127.8073615,9.9047279,0,Park,0,A,0,0,Mover,0,0,2,3211.1,2,0.3333333333333333,0,0,0,0,0,0,0,0,1,0.2,3,0.08571428571428572,5.0256410256410255,38.84166666666666,-5.0256410256410255,0
2024isde1,qm,2024isde1_qm10,10,B,Blue3S,S,frc5951,True,86,1,0,9,0,4,20,24,8,4,11,20,22,15,42,50,0,0,27,70,2,1,1,0,1,0,4,0,5,4,0,13,0,0,SubW,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,5,0,1,5,0,5,0,0,30.9610067,17.4422046,72.1526679,0,Else,-1,A,0,0,Shooter,0,0,2,5951.1,22,0.9166666666666666,0,0.625,0.26666666666666666,11.2,0,0.48148148148148145,36.2,0.5171428571428572,0,0,38.2,0.44418604651162796,6.3999999999999995,13.47008547008547,9.8,0
2024isde1,qm,2024isde1_qm10,10,R,Red3A,A,frc1574,True,35,0,0,10,0,0,0,6,1,0,7,0,14,7,14,15,0,0,8,15,5,1,1,0,1,0,0,0,0,4,0,4,0,0,Amp,0,0,0,0,0,0,0,2,0.6666666666666666,0,0,0,0,0,0,1,0,1,0,0,0,3,2,0.6,0,0,0,2,0,0,0,0,26.8201732,5.426779499999999,95.91346539999999,4.4582478,On,1,L,0,0,Shooter,1,0,2,1574.1,2,0.3333333333333333,0,0,0.5714285714285714,8,0,0.5,8,0.5333333333333333,3,0.6,13,0.37142857142857144,8.444444444444445,38.84166666666666,-0.44444444444444464,0
2024isde1,qm,2024isde1_qm11,11,B,Blue1A,A,frc1690,True,49,0,0,10,0,1,5,9,8,0,1,0,2,1,2,10,5,1,10,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,2,1690.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.62857142857143,0,-21.62857142857143,17.204166666666666
2024isde1,qm,2024isde1_qm11,11,R,Red1S,S,frc9740,True,43,0,0,20,0,3,15,17,6,0,4,0,8,4,8,14,0,0,13,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,9740.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5375,0,-5.5375,27.94107142857143
2024isde1,qm,2024isde1_qm11,11,B,Blue3S,S,frc3083,True,49,0,0,10,0,1,5,9,8,0,1,0,2,1,2,10,5,1,10,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,3083.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3125,0,-5.3125,17.204166666666666
2024isde1,qm,2024isde1_qm11,11,R,Red3A,A,frc4319,True,43,0,0,20,0,3,15,17,6,0,4,0,8,4,8,14,0,0,13,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,4319.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,27.94107142857143
2024isde1,qm,2024isde1_qm11,11,B,Blue2C,C,frc6230,True,49,0,0,10,0,1,5,9,8,0,1,0,2,1,2,10,5,1,10,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,6230.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,17.204166666666666
2024isde1,qm,2024isde1_qm11,11,R,Red2C,C,frc5654,True,43,0,0,20,0,3,15,17,6,0,4,0,8,4,8,14,0,0,13,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,2,5654.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.666666666666666,0,-10.666666666666666,27.94107142857143
2024isde1,qm,2024isde1_qm12,12,B,Blue1A,A,frc9303,True,28,0,0,0,0,1,5,7,4,1,3,5,6,4,11,15,0,0,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,9303.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,29.3
2024isde1,qm,2024isde1_qm12,12,R,Red1S,S,frc1576,True,41,1,1,5,0,0,0,4,6,1,8,5,16,9,21,27,0,0,15,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,1576.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,-5.75,17.98125
2024isde1,qm,2024isde1_qm12,12,B,Blue2C,C,frc5135,True,28,0,0,0,0,1,5,7,4,1,3,5,6,4,11,15,0,0,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,_,0,0,3,5135.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,29.3
