Event_Key,Comp_Level,Key,Match_Number,Alliance,Station,View,Team,Coopertition,Score,MelodyRP,EnsembleRP,OppFoulPts,Aamp,Aspkr,ANotePts,AutoPts,Tamp,Tspkra,Tspkrna,TspkraPts,TspkrnaPts,Tspkr,TspkrPts,TNotePts,TrapPts,Trap,TotNotes,NotePts,StagePts
2024isde1,qm,2024isde1_qm58,58,B,Blue2C,C,frc2230,False,27,0,0,17,0,2,10,14,0,0,5,0,10,5,10,10,0,0,7,20,3
2024isde1,qm,2024isde1_qm58,58,B,Blue3S,S,frc7177,False,27,0,0,17,0,2,10,14,0,0,5,0,10,5,10,10,0,0,7,20,3
2024isde1,qm,2024isde1_qm59,59,B,Blue1A,A,frc6738,False,31,0,0,0,0,3,15,17,2,0,3,0,6,3,6,8,0,0,8,23,1
2024isde1,qm,2024isde1_qm59,59,B,Blue2C,C,frc2679,False,31,0,0,0,0,3,15,17,2,0,3,0,6,3,6,8,0,0,8,23,1
2024isde1,qm,2024isde1_qm59,59,B,Blue3S,S,frc4319,False,31,0,0,0,0,3,15,17,2,0,3,0,6,3,6,8,0,0,8,23,1
2024isde1,qm,2024isde1_qm6,6,B,Blue1A,A,frc6230,True,31,0,0,5,0,0,0,2,2,0,4,0,8,4,8,10,0,0,6,10,5
2024isde1,qm,2024isde1_qm6,6,B,Blue2C,C,frc5990,True,31,0,0,5,0,0,0,2,2,0,4,0,8,4,8,10,0,0,6,10,5
2024isde1,qm,2024isde1_qm6,6,B,Blue3S,S,frc5135,True,31,0,0,5,0,0,0,2,2,0,4,0,8,4,8,10,0,0,6,10,5
2024isde1,qm,2024isde1_qm60,60,B,Blue1A,A,frc3339,True,94,1,1,0,0,8,40,44,3,2,7,10,14,9,24,27,5,1,20,67,11
2024isde1,qm,2024isde1_qm60,60,B,Blue2C,C,frc1574,True,94,1,1,0,0,8,40,44,3,2,7,10,14,9,24,27,5,1,20,67,11
2024isde1,qm,2024isde1_qm60,60,B,Blue3S,S,frc6230,True,94,1,1,0,0,8,40,44,3,2,7,10,14,9,24,27,5,1,20,67,11
2024isde1,qm,2024isde1_qm61,61,B,Blue1A,A,frc6740,True,71,1,0,0,0,3,15,17,5,4,12,20,24,16,44,49,0,0,24,64,3
2024isde1,qm,2024isde1_qm61,61,B,Blue2C,C,frc1942,True,71,1,0,0,0,3,15,17,5,4,12,20,24,16,44,49,0,0,24,64,3
2024isde1,qm,2024isde1_qm61,61,B,Blue3S,S,frc5715,True,71,1,0,0,0,3,15,17,5,4,12,20,24,16,44,49,0,0,24,64,3
2024isde1,qm,2024isde1_qm62,62,B,Blue1A,A,frc5951,True,73,1,0,10,0,4,20,24,7,3,7,15,14,10,29,36,0,0,21,56,3
2024isde1,qm,2024isde1_qm62,62,B,Blue2C,C,frc9740,True,73,1,0,10,0,4,20,24,7,3,7,15,14,10,29,36,0,0,21,56,3
2024isde1,qm,2024isde1_qm62,62,B,Blue3S,S,frc3065,True,73,1,0,10,0,4,20,24,7,3,7,15,14,10,29,36,0,0,21,56,3
2024isde1,qm,2024isde1_qm7,7,B,Blue1A,A,frc1942,False,44,0,0,0,0,2,10,16,3,2,6,10,12,8,22,25,0,0,13,35,3
2024isde1,qm,2024isde1_qm7,7,B,Blue2C,C,frc9740,False,44,0,0,0,0,2,10,16,3,2,6,10,12,8,22,25,0,0,13,35,3
2024isde1,qm,2024isde1_qm7,7,B,Blue3S,S,frc3083,False,44,0,0,0,0,2,10,16,3,2,6,10,12,8,22,25,0,0,13,35,3
2024isde1,qm,2024isde1_qm8,8,B,Blue1A,A,frc4320,True,38,0,0,0,0,2,10,12,2,0,1,0,2,1,2,4,0,0,5,14,2
2024isde1,qm,2024isde1_qm8,8,B,Blue2C,C,frc3065,True,38,0,0,0,0,2,10,12,2,0,1,0,2,1,2,4,0,0,5,14,2
2024isde1,qm,2024isde1_qm8,8,B,Blue3S,S,frc2679,True,38,0,0,0,0,2,10,12,2,0,1,0,2,1,2,4,0,0,5,14,2
2024isde1,qm,2024isde1_qm9,9,B,Blue1A,A,frc1580,False,71,1,0,5,0,3,15,21,4,4,10,20,20,14,40,44,0,0,21,59,6
2024isde1,qm,2024isde1_qm9,9,B,Blue2C,C,frc5715,False,71,1,0,5,0,3,15,21,4,4,10,20,20,14,40,44,0,0,21,59,6
2024isde1,qm,2024isde1_qm9,9,B,Blue3S,S,frc1577,False,71,1,0,5,0,3,15,21,4,4,10,20,20,14,40,44,0,0,21,59,6
