Event_Key,Comp_Level,Key,Match_Number,Alliance,Station,View,Team,Coopertition,Score,OppFoulPts,Aamp,Aspkr,Atrap,AutoPts,Tamp,Tspkr,Tspkrpts,Ttrap,TotNotes,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,NotePts,StagePts
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_Key,Comp_Level,Key,Match_Number,Alliance,Station,View,Team,Coopertition,Score,MelodyRP,EnsembleRP,OppFoulPts,Aamp,Aspkr,ANotePts,AutoPts,Tamp,Tspkra,Tspkrna,TspkraPts,TspkrnaPts,Tspkr,TspkrPts,TNotePts,TrapPts,Trap,TotNotes,NotePts,StagePts,,
2024isde1,qm,2024isde1_qm1,1,R,Red1S,S,frc4338,False,26,0,0,0,0,1,5,7,6,1,1,5,2,2,7,13,0,0,9,18,2,,
2024isde1,qm,2024isde1_qm1,1,R,Red2C,C,frc4320,False,26,0,0,0,0,1,5,7,6,1,1,5,2,2,7,13,0,0,9,18,2,,
2024isde1,qm,2024isde1_qm1,1,R,Red3A,A,frc5990,False,26,0,0,0,0,1,5,7,6,1,1,5,2,2,7,13,0,0,9,18,2,,
2024isde1,qm,2024isde1_qm10,10,R,Red1S,S,frc3211,True,35,0,0,10,0,0,0,6,1,0,7,0,14,7,14,15,0,0,8,15,5,,
2024isde1,qm,2024isde1_qm10,10,R,Red2C,C,frc9303,True,35,0,0,10,0,0,0,6,1,0,7,0,14,7,14,15,0,0,8,15,5,,
2024isde1,qm,2024isde1_qm10,10,R,Red3A,A,frc1574,True,35,0,0,10,0,0,0,6,1,0,7,0,14,7,14,15,0,0,8,15,5,,
2024isde1,qm,2024isde1_qm11,11,R,Red1S,S,frc9740,True,43,0,0,20,0,3,15,17,6,0,4,0,8,4,8,14,0,0,13,29,2,,
2024isde1,qm,2024isde1_qm11,11,R,Red2C,C,frc5654,True,43,0,0,20,0,3,15,17,6,0,4,0,8,4,8,14,0,0,13,29,2,,
2024isde1,qm,2024isde1_qm11,11,R,Red3A,A,frc4319,True,43,0,0,20,0,3,15,17,6,0,4,0,8,4,8,14,0,0,13,29,2,,
2024isde1,qm,2024isde1_qm12,12,R,Red1S,S,frc1576,True,41,1,1,5,0,0,0,4,6,1,8,5,16,9,21,27,0,0,15,27,10,,
2024isde1,qm,2024isde1_qm12,12,R,Red2C,C,frc2230,True,41,1,1,5,0,0,0,4,6,1,8,5,16,9,21,27,0,0,15,27,10,,
2024isde1,qm,2024isde1_qm12,12,R,Red3A,A,frc3339,True,41,1,1,5,0,0,0,4,6,1,8,5,16,9,21,27,0,0,15,27,10,,
2024isde1,qm,2024isde1_qm13,13,R,Red1S,S,frc2679,False,13,0,0,17,0,0,0,4,0,0,2,0,4,2,4,4,0,0,2,4,5,,
2024isde1,qm,2024isde1_qm13,13,R,Red2C,C,frc3211,False,13,0,0,17,0,0,0,4,0,0,2,0,4,2,4,4,0,0,2,4,5,,
2024isde1,qm,2024isde1_qm13,13,R,Red3A,A,frc3316,False,13,0,0,17,0,0,0,4,0,0,2,0,4,2,4,4,0,0,2,4,5,,
2024isde1,qm,2024isde1_qm14,14,R,Red1S,S,frc7177,True,81,1,1,5,0,7,35,39,8,1,6,5,12,7,17,25,5,1,22,60,12,,
2024isde1,qm,2024isde1_qm14,14,R,Red2C,C,frc5951,True,81,1,1,5,0,7,35,39,8,1,6,5,12,7,17,25,5,1,22,60,12,,
2024isde1,qm,2024isde1_qm14,14,R,Red3A,A,frc1690,True,81,1,1,5,0,7,35,39,8,1,6,5,12,7,17,25,5,1,22,60,12,,
2024isde1,qm,2024isde1_qm15,15,R,Red1S,S,frc4320,True,35,0,0,12,0,1,5,7,3,0,7,0,14,7,14,17,0,0,11,22,4,,
2024isde1,qm,2024isde1_qm15,15,R,Red2C,C,frc5654,True,35,0,0,12,0,1,5,7,3,0,7,0,14,7,14,17,0,0,11,22,4,,
2024isde1,qm,2024isde1_qm15,15,R,Red3A,A,frc3065,True,35,0,0,12,0,1,5,7,3,0,7,0,14,7,14,17,0,0,11,22,4,,
2024isde1,qm,2024isde1_qm16,16,R,Red1S,S,frc1942,False,37,0,0,10,0,0,0,4,2,1,11,5,22,12,27,29,0,0,14,29,4,,
